abierta,abrir,P,0,0,S,F
abiertas,abrir,P,0,0,P,F
abierto,abrir,P,0,0,S,M
abiertos,abrir,P,0,0,P,M
abra,abrir,M,0,3,S,0
abra,abrir,S,P,1,S,0
abra,abrir,S,P,3,S,0
abramos,abrir,M,0,1,P,0
abramos,abrir,S,P,1,P,0
abran,abrir,M,0,3,P,0
abran,abrir,S,P,3,P,0
abras,abrir,S,P,2,S,0
abre,abrir,I,P,3,S,0
abre,abrir,M,0,2,S,0
abren,abrir,I,P,3,P,0
abres,abrir,I,P,2,S,0
abrid,abrir,M,0,2,P,0
abriendo,abrir,G,0,0,0,0
abriera,abrir,S,I,1,S,0
abriera,abrir,S,I,3,S,0
abrierais,abrir,S,I,2,P,0
abrieran,abrir,S,I,3,P,0
abrieras,abrir,S,I,2,S,0
abriere,abrir,S,F,1,S,0
abriere,abrir,S,F,3,S,0
abriereis,abrir,S,F,2,P,0
abrieren,abrir,S,F,3,P,0
abrieres,abrir,S,F,2,S,0
abrieron,abrir,I,S,3,P,0
abriese,abrir,S,I,1,S,0
abriese,abrir,S,I,3,S,0
abrieseis,abrir,S,I,2,P,0
abriesen,abrir,S,I,3,P,0
abrieses,abrir,S,I,2,S,0
abrimos,abrir,I,P,1,P,0
abrimos,abrir,I,S,1,P,0
abrir,abrir,N,0,0,0,0
abriremos,abrir,I,F,1,P,0
abrirá,abrir,I,F,3,S,0
abrirán,abrir,I,F,3,P,0
abrirás,abrir,I,F,2,S,0
abriré,abrir,I,F,1,S,0
abriréis,abrir,I,F,2,P,0
abriría,abrir,I,C,1,S,0
abriría,abrir,I,C,3,S,0
abriríais,abrir,I,C,2,P,0
abriríamos,abrir,I,C,1,P,0
abrirían,abrir,I,C,3,P,0
abrirías,abrir,I,C,2,S,0
abriste,abrir,I,S,2,S,0
abristeis,abrir,I,S,2,P,0
abriéramos,abrir,S,I,1,P,0
abriéremos,abrir,S,F,1,P,0
abriésemos,abrir,S,I,1,P,0
abrió,abrir,I,S,3,S,0
abro,abrir,I,P,1,S,0
abráis,abrir,S,P,2,P,0
abrí,abrir,I,S,1,S,0
abría,abrir,I,I,1,S,0
abría,abrir,I,I,3,S,0
abríais,abrir,I,I,2,P,0
abríamos,abrir,I,I,1,P,0
abrían,abrir,I,I,3,P,0
abrías,abrir,I,I,2,S,0
abrís,abrir,I,P,2,P,0
acerca,acercar,I,P,3,S,0
acerca,acercar,M,0,2,S,0
acercaba,acercar,I,I,1,S,0
acercaba,acercar,I,I,3,S,0
acercabais,acercar,I,I,2,P,0
acercaban,acercar,I,I,3,P,0
acercabas,acercar,I,I,2,S,0
acercad,acercar,M,0,2,P,0
acercada,acercar,P,0,0,S,F
acercadas,acercar,P,0,0,P,F
acercado,acercar,P,0,0,S,M
acercados,acercar,P,0,0,P,M
acercamos,acercar,I,P,1,P,0
acercamos,acercar,I,S,1,P,0
acercan,acercar,I,P,3,P,0
acercando,acercar,G,0,0,0,0
acercar,acercar,N,0,0,0,0
acercara,acercar,S,I,1,S,0
acercara,acercar,S,I,3,S,0
acercarais,acercar,S,I,2,P,0
acercaran,acercar,S,I,3,P,0
acercaras,acercar,S,I,2,S,0
acercare,acercar,S,F,1,S,0
acercare,acercar,S,F,3,S,0
acercareis,acercar,S,F,2,P,0
acercaremos,acercar,I,F,1,P,0
acercaren,acercar,S,F,3,P,0
acercares,acercar,S,F,2,S,0
acercaron,acercar,I,S,3,P,0
acercará,acercar,I,F,3,S,0
acercarán,acercar,I,F,3,P,0
acercarás,acercar,I,F,2,S,0
acercaré,acercar,I,F,1,S,0
acercaréis,acercar,I,F,2,P,0
acercaría,acercar,I,C,1,S,0
acercaría,acercar,I,C,3,S,0
acercaríais,acercar,I,C,2,P,0
acercaríamos,acercar,I,C,1,P,0
acercarían,acercar,I,C,3,P,0
acercarías,acercar,I,C,2,S,0
acercas,acercar,I,P,2,S,0
acercase,acercar,S,I,1,S,0
acercase,acercar,S,I,3,S,0
acercaseis,acercar,S,I,2,P,0
acercasen,acercar,S,I,3,P,0
acercases,acercar,S,I,2,S,0
acercaste,acercar,I,S,2,S,0
acercasteis,acercar,I,S,2,P,0
acerco,acercar,I,P,1,S,0
acercábamos,acercar,I,I,1,P,0
acercáis,acercar,I,P,2,P,0
acercáramos,acercar,S,I,1,P,0
acercáremos,acercar,S,F,1,P,0
acercásemos,acercar,S,I,1,P,0
acercó,acercar,I,S,3,S,0
acerque,acercar,M,0,3,S,0
acerque,acercar,S,P,1,S,0
acerque,acercar,S,P,3,S,0
acerquemos,acercar,M,0,1,P,0
acerquemos,acercar,S,P,1,P,0
acerquen,acercar,M,0,3,P,0
acerquen,acercar,S,P,3,P,0
acerques,acercar,S,P,2,S,0
acerqué,acercar,I,S,1,S,0
acerquéis,acercar,S,P,2,P,0
acordaba,acordar,I,I,1,S,0
acordaba,acordar,I,I,3,S,0
acordabais,acordar,I,I,2,P,0
acordaban,acordar,I,I,3,P,0
acordabas,acordar,I,I,2,S,0
acordad,acordar,M,0,2,P,0
acordada,acordar,P,0,0,S,F
acordadas,acordar,P,0,0,P,F
acordado,acordar,P,0,0,S,M
acordados,acordar,P,0,0,P,M
acordamos,acordar,I,P,1,P,0
acordamos,acordar,I,S,1,P,0
acordando,acordar,G,0,0,0,0
acordar,acordar,N,0,0,0,0
acordara,acordar,S,I,1,S,0
acordara,acordar,S,I,3,S,0
acordarais,acordar,S,I,2,P,0
acordaran,acordar,S,I,3,P,0
acordaras,acordar,S,I,2,S,0
acordare,acordar,S,F,1,S,0
acordare,acordar,S,F,3,S,0
acordareis,acordar,S,F,2,P,0
acordaremos,acordar,I,F,1,P,0
acordaren,acordar,S,F,3,P,0
acordares,acordar,S,F,2,S,0
acordaron,acordar,I,S,3,P,0
acordará,acordar,I,F,3,S,0
acordarán,acordar,I,F,3,P,0
acordarás,acordar,I,F,2,S,0
acordaré,acordar,I,F,1,S,0
acordaréis,acordar,I,F,2,P,0
acordaría,acordar,I,C,1,S,0
acordaría,acordar,I,C,3,S,0
acordaríais,acordar,I,C,2,P,0
acordaríamos,acordar,I,C,1,P,0
acordarían,acordar,I,C,3,P,0
acordarías,acordar,I,C,2,S,0
acordase,acordar,S,I,1,S,0
acordase,acordar,S,I,3,S,0
acordaseis,acordar,S,I,2,P,0
acordasen,acordar,S,I,3,P,0
acordases,acordar,S,I,2,S,0
acordaste,acordar,I,S,2,S,0
acordasteis,acordar,I,S,2,P,0
acordemos,acordar,M,0,1,P,0
acordemos,acordar,S,P,1,P,0
acordábamos,acordar,I,I,1,P,0
acordáis,acordar,I,P,2,P,0
acordáramos,acordar,S,I,1,P,0
acordáremos,acordar,S,F,1,P,0
acordásemos,acordar,S,I,1,P,0
acordé,acordar,I,S,1,S,0
acordéis,acordar,S,P,2,P,0
acordó,acordar,I,S,3,S,0
actuaba,actuar,I,I,1,S,0
actuaba,actuar,I,I,3,S,0
actuabais,actuar,I,I,2,P,0
actuaban,actuar,I,I,3,P,0
actuabas,actuar,I,I,2,S,0
actuad,actuar,M,0,2,P,0
actuada,actuar,P,0,0,S,F
actuadas,actuar,P,0,0,P,F
actuado,actuar,P,0,0,S,M
actuados,actuar,P,0,0,P,M
actuamos,actuar,I,P,1,P,0
actuamos,actuar,I,S,1,P,0
actuando,actuar,G,0,0,0,0
actuar,actuar,N,0,0,0,0
actuara,actuar,S,I,1,S,0
actuara,actuar,S,I,3,S,0
actuarais,actuar,S,I,2,P,0
actuaran,actuar,S,I,3,P,0
actuaras,actuar,S,I,2,S,0
actuare,actuar,S,F,1,S,0
actuare,actuar,S,F,3,S,0
actuareis,actuar,S,F,2,P,0
actuaremos,actuar,I,F,1,P,0
actuaren,actuar,S,F,3,P,0
actuares,actuar,S,F,2,S,0
actuaron,actuar,I,S,3,P,0
actuará,actuar,I,F,3,S,0
actuarán,actuar,I,F,3,P,0
actuarás,actuar,I,F,2,S,0
actuaré,actuar,I,F,1,S,0
actuaréis,actuar,I,F,2,P,0
actuaría,actuar,I,C,1,S,0
actuaría,actuar,I,C,3,S,0
actuaríais,actuar,I,C,2,P,0
actuaríamos,actuar,I,C,1,P,0
actuarían,actuar,I,C,3,P,0
actuarías,actuar,I,C,2,S,0
actuase,actuar,S,I,1,S,0
actuase,actuar,S,I,3,S,0
actuaseis,actuar,S,I,2,P,0
actuasen,actuar,S,I,3,P,0
actuases,actuar,S,I,2,S,0
actuaste,actuar,I,S,2,S,0
actuasteis,actuar,I,S,2,P,0
actuemos,actuar,M,0,1,P,0
actuemos,actuar,S,P,1,P,0
actuábamos,actuar,I,I,1,P,0
actuáis,actuar,I,P,2,P,0
actuáramos,actuar,S,I,1,P,0
actuáremos,actuar,S,F,1,P,0
actuásemos,actuar,S,I,1,P,0
actué,actuar,I,S,1,S,0
actuéis,actuar,S,P,2,P,0
actuó,actuar,I,S,3,S,0
actúa,actuar,I,P,3,S,0
actúa,actuar,M,0,2,S,0
actúan,actuar,I,P,3,P,0
actúas,actuar,I,P,2,S,0
actúe,actuar,M,0,3,S,0
actúe,actuar,S,P,1,S,0
actúe,actuar,S,P,3,S,0
actúen,actuar,M,0,3,P,0
actúen,actuar,S,P,3,P,0
actúes,actuar,S,P,2,S,0
actúo,actuar,I,P,1,S,0
acuerda,acordar,I,P,3,S,0
acuerda,acordar,M,0,2,S,0
acuerdan,acordar,I,P,3,P,0
acuerdas,acordar,I,P,2,S,0
acuerde,acordar,M,0,3,S,0
acuerde,acordar,S,P,1,S,0
acuerde,acordar,S,P,3,S,0
acuerden,acordar,M,0,3,P,0
acuerden,acordar,S,P,3,P,0
acuerdes,acordar,S,P,2,S,0
acuerdo,acordar,I,P,1,S,0
adquiera,adquirir,M,0,3,S,0
adquiera,adquirir,S,P,1,S,0
adquiera,adquirir,S,P,3,S,0
adquieran,adquirir,M,0,3,P,0
adquieran,adquirir,S,P,3,P,0
adquieras,adquirir,S,P,2,S,0
adquiere,adquirir,I,P,3,S,0
adquiere,adquirir,M,0,2,S,0
adquieren,adquirir,I,P,3,P,0
adquieres,adquirir,I,P,2,S,0
adquiero,adquirir,I,P,1,S,0
adquiramos,adquirir,M,0,1,P,0
adquiramos,adquirir,S,P,1,P,0
adquirid,adquirir,M,0,2,P,0
adquirida,adquirir,P,0,0,S,F
adquiridas,adquirir,P,0,0,P,F
adquirido,adquirir,P,0,0,S,M
adquiridos,adquirir,P,0,0,P,M
adquiriendo,adquirir,G,0,0,0,0
adquiriera,adquirir,S,I,1,S,0
adquiriera,adquirir,S,I,3,S,0
adquirierais,adquirir,S,I,2,P,0
adquirieran,adquirir,S,I,3,P,0
adquirieras,adquirir,S,I,2,S,0
adquiriere,adquirir,S,F,1,S,0
adquiriere,adquirir,S,F,3,S,0
adquiriereis,adquirir,S,F,2,P,0
adquirieren,adquirir,S,F,3,P,0
adquirieres,adquirir,S,F,2,S,0
adquirieron,adquirir,I,S,3,P,0
adquiriese,adquirir,S,I,1,S,0
adquiriese,adquirir,S,I,3,S,0
adquirieseis,adquirir,S,I,2,P,0
adquiriesen,adquirir,S,I,3,P,0
adquirieses,adquirir,S,I,2,S,0
adquirimos,adquirir,I,P,1,P,0
adquirimos,adquirir,I,S,1,P,0
adquirir,adquirir,N,0,0,0,0
adquiriremos,adquirir,I,F,1,P,0
adquirirá,adquirir,I,F,3,S,0
adquirirán,adquirir,I,F,3,P,0
adquirirás,adquirir,I,F,2,S,0
adquiriré,adquirir,I,F,1,S,0
adquiriréis,adquirir,I,F,2,P,0
adquiriría,adquirir,I,C,1,S,0
adquiriría,adquirir,I,C,3,S,0
adquiriríais,adquirir,I,C,2,P,0
adquiriríamos,adquirir,I,C,1,P,0
adquirirían,adquirir,I,C,3,P,0
adquirirías,adquirir,I,C,2,S,0
adquiriste,adquirir,I,S,2,S,0
adquiristeis,adquirir,I,S,2,P,0
adquiriéramos,adquirir,S,I,1,P,0
adquiriéremos,adquirir,S,F,1,P,0
adquiriésemos,adquirir,S,I,1,P,0
adquirió,adquirir,I,S,3,S,0
adquiráis,adquirir,S,P,2,P,0
adquirí,adquirir,I,S,1,S,0
adquiría,adquirir,I,I,1,S,0
adquiría,adquirir,I,I,3,S,0
adquiríais,adquirir,I,I,2,P,0
adquiríamos,adquirir,I,I,1,P,0
adquirían,adquirir,I,I,3,P,0
adquirías,adquirir,I,I,2,S,0
adquirís,adquirir,I,P,2,P,0
alcance,alcanzar,M,0,3,S,0
alcance,alcanzar,S,P,1,S,0
alcance,alcanzar,S,P,3,S,0
alcancemos,alcanzar,M,0,1,P,0
alcancemos,alcanzar,S,P,1,P,0
alcancen,alcanzar,M,0,3,P,0
alcancen,alcanzar,S,P,3,P,0
alcances,alcanzar,S,P,2,S,0
alcancé,alcanzar,I,S,1,S,0
alcancéis,alcanzar,S,P,2,P,0
alcanza,alcanzar,I,P,3,S,0
alcanza,alcanzar,M,0,2,S,0
alcanzaba,alcanzar,I,I,1,S,0
alcanzaba,alcanzar,I,I,3,S,0
alcanzabais,alcanzar,I,I,2,P,0
alcanzaban,alcanzar,I,I,3,P,0
alcanzabas,alcanzar,I,I,2,S,0
alcanzad,alcanzar,M,0,2,P,0
alcanzada,alcanzar,P,0,0,S,F
alcanzadas,alcanzar,P,0,0,P,F
alcanzado,alcanzar,P,0,0,S,M
alcanzados,alcanzar,P,0,0,P,M
alcanzamos,alcanzar,I,P,1,P,0
alcanzamos,alcanzar,I,S,1,P,0
alcanzan,alcanzar,I,P,3,P,0
alcanzando,alcanzar,G,0,0,0,0
alcanzar,alcanzar,N,0,0,0,0
alcanzara,alcanzar,S,I,1,S,0
alcanzara,alcanzar,S,I,3,S,0
alcanzarais,alcanzar,S,I,2,P,0
alcanzaran,alcanzar,S,I,3,P,0
alcanzaras,alcanzar,S,I,2,S,0
alcanzare,alcanzar,S,F,1,S,0
alcanzare,alcanzar,S,F,3,S,0
alcanzareis,alcanzar,S,F,2,P,0
alcanzaremos,alcanzar,I,F,1,P,0
alcanzaren,alcanzar,S,F,3,P,0
alcanzares,alcanzar,S,F,2,S,0
alcanzaron,alcanzar,I,S,3,P,0
alcanzará,alcanzar,I,F,3,S,0
alcanzarán,alcanzar,I,F,3,P,0
alcanzarás,alcanzar,I,F,2,S,0
alcanzaré,alcanzar,I,F,1,S,0
alcanzaréis,alcanzar,I,F,2,P,0
alcanzaría,alcanzar,I,C,1,S,0
alcanzaría,alcanzar,I,C,3,S,0
alcanzaríais,alcanzar,I,C,2,P,0
alcanzaríamos,alcanzar,I,C,1,P,0
alcanzarían,alcanzar,I,C,3,P,0
alcanzarías,alcanzar,I,C,2,S,0
alcanzas,alcanzar,I,P,2,S,0
alcanzase,alcanzar,S,I,1,S,0
alcanzase,alcanzar,S,I,3,S,0
alcanzaseis,alcanzar,S,I,2,P,0
alcanzasen,alcanzar,S,I,3,P,0
alcanzases,alcanzar,S,I,2,S,0
alcanzaste,alcanzar,I,S,2,S,0
alcanzasteis,alcanzar,I,S,2,P,0
alcanzo,alcanzar,I,P,1,S,0
alcanzábamos,alcanzar,I,I,1,P,0
alcanzáis,alcanzar,I,P,2,P,0
alcanzáramos,alcanzar,S,I,1,P,0
alcanzáremos,alcanzar,S,F,1,P,0
alcanzásemos,alcanzar,S,I,1,P,0
alcanzó,alcanzar,I,S,3,S,0
anda,andar,I,P,3,S,0
anda,andar,M,0,2,S,0
andaba,andar,I,I,1,S,0
andaba,andar,I,I,3,S,0
andabais,andar,I,I,2,P,0
andaban,andar,I,I,3,P,0
andabas,andar,I,I,2,S,0
andad,andar,M,0,2,P,0
andada,andar,P,0,0,S,F
andadas,andar,P,0,0,P,F
andado,andar,P,0,0,S,M
andados,andar,P,0,0,P,M
andamos,andar,I,P,1,P,0
andan,andar,I,P,3,P,0
andando,andar,G,0,0,0,0
andar,andar,N,0,0,0,0
andaremos,andar,I,F,1,P,0
andará,andar,I,F,3,S,0
andarán,andar,I,F,3,P,0
andarás,andar,I,F,2,S,0
andaré,andar,I,F,1,S,0
andaréis,andar,I,F,2,P,0
andaría,andar,I,C,1,S,0
andaría,andar,I,C,3,S,0
andaríais,andar,I,C,2,P,0
andaríamos,andar,I,C,1,P,0
andarían,andar,I,C,3,P,0
andarías,andar,I,C,2,S,0
andas,andar,I,P,2,S,0
ande,andar,M,0,3,S,0
ande,andar,S,P,1,S,0
ande,andar,S,P,3,S,0
andemos,andar,M,0,1,P,0
andemos,andar,S,P,1,P,0
anden,andar,M,0,3,P,0
anden,andar,S,P,3,P,0
andes,andar,S,P,2,S,0
ando,andar,I,P,1,S,0
anduve,andar,I,S,1,S,0
anduviera,andar,S,I,1,S,0
anduviera,andar,S,I,3,S,0
anduvierais,andar,S,I,2,P,0
anduvieran,andar,S,I,3,P,0
anduvieras,andar,S,I,2,S,0
anduviere,andar,S,F,1,S,0
anduviere,andar,S,F,3,S,0
anduviereis,andar,S,F,2,P,0
anduvieren,andar,S,F,3,P,0
anduvieres,andar,S,F,2,S,0
anduvieron,andar,I,S,3,P,0
anduviese,andar,S,I,1,S,0
anduviese,andar,S,I,3,S,0
anduvieseis,andar,S,I,2,P,0
anduviesen,andar,S,I,3,P,0
anduvieses,andar,S,I,2,S,0
anduvimos,andar,I,S,1,P,0
